,Name,Colors_x,Year,Genre,Style,Link,Colors_y
1338,Portrait of the Postman Joseph Roulin,"('Gray', 'Bisque', 'Light Yellow', 'Old Burgundy', 'French Bistre')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/00220/images/vincent-van-gogh/antique-3937522.jpg!Large.jpg,Bisque
1338,Portrait of the Postman Joseph Roulin,"('Gray', 'Bisque', 'Light Yellow', 'Old Burgundy', 'French Bistre')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/00220/images/vincent-van-gogh/antique-3937522.jpg!Large.jpg,Light Yellow
1338,Portrait of the Postman Joseph Roulin,"('Gray', 'Bisque', 'Light Yellow', 'Old Burgundy', 'French Bistre')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/00220/images/vincent-van-gogh/antique-3937522.jpg!Large.jpg,Old Burgundy
1338,Portrait of the Postman Joseph Roulin,"('Gray', 'Bisque', 'Light Yellow', 'Old Burgundy', 'French Bistre')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/00220/images/vincent-van-gogh/antique-3937522.jpg!Large.jpg,French Bistre
1339,Postman Joseph Roulin,"('Royal Blue', 'Charcoal', 'Light Sky', 'Light Blue', 'Burlywood')",1888,portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/postman-joseph-roulin-1888.jpg!Large.jpg,Royal Blue
1339,Postman Joseph Roulin,"('Royal Blue', 'Charcoal', 'Light Sky', 'Light Blue', 'Burlywood')",1888,portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/postman-joseph-roulin-1888.jpg!Large.jpg,Charcoal
1339,Postman Joseph Roulin,"('Royal Blue', 'Charcoal', 'Light Sky', 'Light Blue', 'Burlywood')",1888,portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/postman-joseph-roulin-1888.jpg!Large.jpg,Light Sky
1339,Postman Joseph Roulin,"('Royal Blue', 'Charcoal', 'Light Sky', 'Light Blue', 'Burlywood')",1888,portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/postman-joseph-roulin-1888.jpg!Large.jpg,Light Blue
1339,Postman Joseph Roulin,"('Royal Blue', 'Charcoal', 'Light Sky', 'Light Blue', 'Burlywood')",1888,portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/postman-joseph-roulin-1888.jpg!Large.jpg,Burlywood
1340,Public Garden with a Corner of the Yellow House,"('Lemon Meringue', 'Light Yellow', 'Old Burgundy', 'Coffee', 'Light French')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-corner-of-the-yellow-house-1888.jpg!Large.jpg,Lemon Meringue
1340,Public Garden with a Corner of the Yellow House,"('Lemon Meringue', 'Light Yellow', 'Old Burgundy', 'Coffee', 'Light French')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-corner-of-the-yellow-house-1888.jpg!Large.jpg,Light Yellow
1340,Public Garden with a Corner of the Yellow House,"('Lemon Meringue', 'Light Yellow', 'Old Burgundy', 'Coffee', 'Light French')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-corner-of-the-yellow-house-1888.jpg!Large.jpg,Old Burgundy
1340,Public Garden with a Corner of the Yellow House,"('Lemon Meringue', 'Light Yellow', 'Old Burgundy', 'Coffee', 'Light French')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-corner-of-the-yellow-house-1888.jpg!Large.jpg,Coffee
1340,Public Garden with a Corner of the Yellow House,"('Lemon Meringue', 'Light Yellow', 'Old Burgundy', 'Coffee', 'Light French')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-corner-of-the-yellow-house-1888.jpg!Large.jpg,Light French
1341,Public Garden with a Couple and a Blue Fir Tree,"('Peach Puff', 'Van Dyke', 'Burlywood', 'Bisque', 'Bistre')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-couple-and-a-blue-fir-tree-1888.jpg!Large.jpg,Peach Puff
1341,Public Garden with a Couple and a Blue Fir Tree,"('Peach Puff', 'Van Dyke', 'Burlywood', 'Bisque', 'Bistre')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-couple-and-a-blue-fir-tree-1888.jpg!Large.jpg,Van Dyke
1341,Public Garden with a Couple and a Blue Fir Tree,"('Peach Puff', 'Van Dyke', 'Burlywood', 'Bisque', 'Bistre')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-couple-and-a-blue-fir-tree-1888.jpg!Large.jpg,Burlywood
1341,Public Garden with a Couple and a Blue Fir Tree,"('Peach Puff', 'Van Dyke', 'Burlywood', 'Bisque', 'Bistre')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-couple-and-a-blue-fir-tree-1888.jpg!Large.jpg,Bisque
1341,Public Garden with a Couple and a Blue Fir Tree,"('Peach Puff', 'Van Dyke', 'Burlywood', 'Bisque', 'Bistre')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-a-couple-and-a-blue-fir-tree-1888.jpg!Large.jpg,Bistre
1342,Public Garden with Benches,"('Dim Gray', 'Antique White', 'Seashell', 'Gray', 'Grullo')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/public-garden-with-benches-1888.jpg!Large.jpg,Dim Gray
1342,Public Garden with Benches,"('Dim Gray', 'Antique White', 'Seashell', 'Gray', 'Grullo')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/public-garden-with-benches-1888.jpg!Large.jpg,Antique White
1342,Public Garden with Benches,"('Dim Gray', 'Antique White', 'Seashell', 'Gray', 'Grullo')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/public-garden-with-benches-1888.jpg!Large.jpg,Seashell
1342,Public Garden with Benches,"('Dim Gray', 'Antique White', 'Seashell', 'Gray', 'Grullo')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/public-garden-with-benches-1888.jpg!Large.jpg,Gray
1342,Public Garden with Benches,"('Dim Gray', 'Antique White', 'Seashell', 'Gray', 'Grullo')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/public-garden-with-benches-1888.jpg!Large.jpg,Grullo
1343,Public Garden with Couple and Blue Fir Tree (The Poet s Garden III),"('Hunter Green', 'May Green', 'Dark Olive', 'Sage', 'Banana Mania')",1888,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-couple-and-blue-fir-tree-the-poet-s-garden-iii-1888.jpg!Large.jpg,Hunter Green
1343,Public Garden with Couple and Blue Fir Tree (The Poet s Garden III),"('Hunter Green', 'May Green', 'Dark Olive', 'Sage', 'Banana Mania')",1888,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-couple-and-blue-fir-tree-the-poet-s-garden-iii-1888.jpg!Large.jpg,May Green
1343,Public Garden with Couple and Blue Fir Tree (The Poet s Garden III),"('Hunter Green', 'May Green', 'Dark Olive', 'Sage', 'Banana Mania')",1888,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-couple-and-blue-fir-tree-the-poet-s-garden-iii-1888.jpg!Large.jpg,Dark Olive
1343,Public Garden with Couple and Blue Fir Tree (The Poet s Garden III),"('Hunter Green', 'May Green', 'Dark Olive', 'Sage', 'Banana Mania')",1888,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-couple-and-blue-fir-tree-the-poet-s-garden-iii-1888.jpg!Large.jpg,Sage
1343,Public Garden with Couple and Blue Fir Tree (The Poet s Garden III),"('Hunter Green', 'May Green', 'Dark Olive', 'Sage', 'Banana Mania')",1888,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/public-garden-with-couple-and-blue-fir-tree-the-poet-s-garden-iii-1888.jpg!Large.jpg,Banana Mania
1344,Public Garden with Fence,"('Black Olive', 'Gray', 'Light Yellow', 'Bone', 'Sage')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-garden-with-fence-1888.jpg!Large.jpg,Black Olive
1344,Public Garden with Fence,"('Black Olive', 'Gray', 'Light Yellow', 'Bone', 'Sage')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-garden-with-fence-1888.jpg!Large.jpg,Gray
1344,Public Garden with Fence,"('Black Olive', 'Gray', 'Light Yellow', 'Bone', 'Sage')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-garden-with-fence-1888.jpg!Large.jpg,Light Yellow
1344,Public Garden with Fence,"('Black Olive', 'Gray', 'Light Yellow', 'Bone', 'Sage')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-garden-with-fence-1888.jpg!Large.jpg,Bone
1344,Public Garden with Fence,"('Black Olive', 'Gray', 'Light Yellow', 'Bone', 'Sage')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-garden-with-fence-1888.jpg!Large.jpg,Sage
1345,Public Garden with Vincent s House in the Background,"('Bistre', 'French Bistre', 'Beaver', 'Bisque', 'Desert Sand')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/public-garden-with-vincent-s-house-in-the-background-1888.jpg!Large.jpg,Bistre
1345,Public Garden with Vincent s House in the Background,"('Bistre', 'French Bistre', 'Beaver', 'Bisque', 'Desert Sand')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/public-garden-with-vincent-s-house-in-the-background-1888.jpg!Large.jpg,French Bistre
1345,Public Garden with Vincent s House in the Background,"('Bistre', 'French Bistre', 'Beaver', 'Bisque', 'Desert Sand')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/public-garden-with-vincent-s-house-in-the-background-1888.jpg!Large.jpg,Beaver
1345,Public Garden with Vincent s House in the Background,"('Bistre', 'French Bistre', 'Beaver', 'Bisque', 'Desert Sand')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/public-garden-with-vincent-s-house-in-the-background-1888.jpg!Large.jpg,Bisque
1345,Public Garden with Vincent s House in the Background,"('Bistre', 'French Bistre', 'Beaver', 'Bisque', 'Desert Sand')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/public-garden-with-vincent-s-house-in-the-background-1888.jpg!Large.jpg,Desert Sand
1346,Public Park with Weeping Willow The Poet s Garden I,"('Maximum Green', 'Dark Olive', 'Pear', 'Minion Yellow', 'Metallic Sunburst')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-park-with-weeping-willow-the-poet-s-garden-i-1888.jpg!Large.jpg,Maximum Green
1346,Public Park with Weeping Willow The Poet s Garden I,"('Maximum Green', 'Dark Olive', 'Pear', 'Minion Yellow', 'Metallic Sunburst')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-park-with-weeping-willow-the-poet-s-garden-i-1888.jpg!Large.jpg,Dark Olive
1346,Public Park with Weeping Willow The Poet s Garden I,"('Maximum Green', 'Dark Olive', 'Pear', 'Minion Yellow', 'Metallic Sunburst')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-park-with-weeping-willow-the-poet-s-garden-i-1888.jpg!Large.jpg,Pear
1346,Public Park with Weeping Willow The Poet s Garden I,"('Maximum Green', 'Dark Olive', 'Pear', 'Minion Yellow', 'Metallic Sunburst')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-park-with-weeping-willow-the-poet-s-garden-i-1888.jpg!Large.jpg,Minion Yellow
1346,Public Park with Weeping Willow The Poet s Garden I,"('Maximum Green', 'Dark Olive', 'Pear', 'Minion Yellow', 'Metallic Sunburst')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/public-park-with-weeping-willow-the-poet-s-garden-i-1888.jpg!Large.jpg,Metallic Sunburst
1347,Quay with Men Unloading Sand Barges,"('Wheat', 'Camel', 'Bisque', 'Van Dyke', 'Burlywood')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888.jpg!Large.jpg,Wheat
1347,Quay with Men Unloading Sand Barges,"('Wheat', 'Camel', 'Bisque', 'Van Dyke', 'Burlywood')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888.jpg!Large.jpg,Camel
1347,Quay with Men Unloading Sand Barges,"('Wheat', 'Camel', 'Bisque', 'Van Dyke', 'Burlywood')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888.jpg!Large.jpg,Bisque
1347,Quay with Men Unloading Sand Barges,"('Wheat', 'Camel', 'Bisque', 'Van Dyke', 'Burlywood')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888.jpg!Large.jpg,Van Dyke
1347,Quay with Men Unloading Sand Barges,"('Wheat', 'Camel', 'Bisque', 'Van Dyke', 'Burlywood')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888.jpg!Large.jpg,Burlywood
1348,Quay with Men Unloading Sand Barges,"('Sap Green', 'Minion Yellow', 'Old Gold', 'Metallic Sunburst', 'Seal Brown')",1888,genre painting,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888-1.jpg!Large.jpg,Sap Green
1348,Quay with Men Unloading Sand Barges,"('Sap Green', 'Minion Yellow', 'Old Gold', 'Metallic Sunburst', 'Seal Brown')",1888,genre painting,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888-1.jpg!Large.jpg,Minion Yellow
1348,Quay with Men Unloading Sand Barges,"('Sap Green', 'Minion Yellow', 'Old Gold', 'Metallic Sunburst', 'Seal Brown')",1888,genre painting,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888-1.jpg!Large.jpg,Old Gold
1348,Quay with Men Unloading Sand Barges,"('Sap Green', 'Minion Yellow', 'Old Gold', 'Metallic Sunburst', 'Seal Brown')",1888,genre painting,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888-1.jpg!Large.jpg,Metallic Sunburst
1348,Quay with Men Unloading Sand Barges,"('Sap Green', 'Minion Yellow', 'Old Gold', 'Metallic Sunburst', 'Seal Brown')",1888,genre painting,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/quay-with-men-unloading-sand-barges-1888-1.jpg!Large.jpg,Seal Brown
1349,Railway Carriages,"('Burgundy', 'Dark Sea', 'Laurel Green', 'Tumbleweed', 'Firebrick')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/railway-carriages-1888.jpg!Large.jpg,Burgundy
1349,Railway Carriages,"('Burgundy', 'Dark Sea', 'Laurel Green', 'Tumbleweed', 'Firebrick')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/railway-carriages-1888.jpg!Large.jpg,Dark Sea
1349,Railway Carriages,"('Burgundy', 'Dark Sea', 'Laurel Green', 'Tumbleweed', 'Firebrick')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/railway-carriages-1888.jpg!Large.jpg,Laurel Green
1349,Railway Carriages,"('Burgundy', 'Dark Sea', 'Laurel Green', 'Tumbleweed', 'Firebrick')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/railway-carriages-1888.jpg!Large.jpg,Tumbleweed
1349,Railway Carriages,"('Burgundy', 'Dark Sea', 'Laurel Green', 'Tumbleweed', 'Firebrick')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/railway-carriages-1888.jpg!Large.jpg,Firebrick
1350,Red Vineyards at Arles,"('Minion Yellow', 'Sunglow', 'Metallic Gold', 'Copper', 'Sweet Brown')",1888,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/red-vineyards-at-arles-1888.jpg!Large.jpg,Minion Yellow
1350,Red Vineyards at Arles,"('Minion Yellow', 'Sunglow', 'Metallic Gold', 'Copper', 'Sweet Brown')",1888,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/red-vineyards-at-arles-1888.jpg!Large.jpg,Sunglow
1350,Red Vineyards at Arles,"('Minion Yellow', 'Sunglow', 'Metallic Gold', 'Copper', 'Sweet Brown')",1888,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/red-vineyards-at-arles-1888.jpg!Large.jpg,Metallic Gold
1350,Red Vineyards at Arles,"('Minion Yellow', 'Sunglow', 'Metallic Gold', 'Copper', 'Sweet Brown')",1888,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/red-vineyards-at-arles-1888.jpg!Large.jpg,Copper
1350,Red Vineyards at Arles,"('Minion Yellow', 'Sunglow', 'Metallic Gold', 'Copper', 'Sweet Brown')",1888,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/red-vineyards-at-arles-1888.jpg!Large.jpg,Sweet Brown
1351,Rhone with Boats and a Bridge,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/rhone-with-boats-and-a-bridge-1888.jpg!Large.jpg,Gray
1351,Rhone with Boats and a Bridge,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/rhone-with-boats-and-a-bridge-1888.jpg!Large.jpg,Gray
1351,Rhone with Boats and a Bridge,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/rhone-with-boats-and-a-bridge-1888.jpg!Large.jpg,Gray
1351,Rhone with Boats and a Bridge,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/rhone-with-boats-and-a-bridge-1888.jpg!Large.jpg,Gray
1351,Rhone with Boats and a Bridge,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/rhone-with-boats-and-a-bridge-1888.jpg!Large.jpg,Gray
1352,Road with Telegraph Pole and Crane,"('Ivory', 'Timberwolf', 'Gray', 'Antique White', 'Old Burgundy')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/road-with-telegraph-pole-and-crane-1888.jpg!Large.jpg,Ivory
1352,Road with Telegraph Pole and Crane,"('Ivory', 'Timberwolf', 'Gray', 'Antique White', 'Old Burgundy')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/road-with-telegraph-pole-and-crane-1888.jpg!Large.jpg,Timberwolf
1352,Road with Telegraph Pole and Crane,"('Ivory', 'Timberwolf', 'Gray', 'Antique White', 'Old Burgundy')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/road-with-telegraph-pole-and-crane-1888.jpg!Large.jpg,Gray
1352,Road with Telegraph Pole and Crane,"('Ivory', 'Timberwolf', 'Gray', 'Antique White', 'Old Burgundy')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/road-with-telegraph-pole-and-crane-1888.jpg!Large.jpg,Antique White
1352,Road with Telegraph Pole and Crane,"('Ivory', 'Timberwolf', 'Gray', 'Antique White', 'Old Burgundy')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/road-with-telegraph-pole-and-crane-1888.jpg!Large.jpg,Old Burgundy
1353,Road with Trees,"('Gray', 'Old Burgundy', 'Antique White', 'Silver Pink', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/road-with-trees-1888.jpg!Large.jpg,Gray
1353,Road with Trees,"('Gray', 'Old Burgundy', 'Antique White', 'Silver Pink', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/road-with-trees-1888.jpg!Large.jpg,Old Burgundy
1353,Road with Trees,"('Gray', 'Old Burgundy', 'Antique White', 'Silver Pink', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/road-with-trees-1888.jpg!Large.jpg,Antique White
1353,Road with Trees,"('Gray', 'Old Burgundy', 'Antique White', 'Silver Pink', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/road-with-trees-1888.jpg!Large.jpg,Silver Pink
1353,Road with Trees,"('Gray', 'Old Burgundy', 'Antique White', 'Silver Pink', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/road-with-trees-1888.jpg!Large.jpg,Cornsilk
1354,Rocks with Oak Tree,"('Gray', 'Black Olive', 'Gray', 'Ivory', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/rocks-with-oak-tree-1888.jpg!Large.jpg,Gray
1354,Rocks with Oak Tree,"('Gray', 'Black Olive', 'Gray', 'Ivory', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/rocks-with-oak-tree-1888.jpg!Large.jpg,Black Olive
1354,Rocks with Oak Tree,"('Gray', 'Black Olive', 'Gray', 'Ivory', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/rocks-with-oak-tree-1888.jpg!Large.jpg,Gray
1354,Rocks with Oak Tree,"('Gray', 'Black Olive', 'Gray', 'Ivory', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/rocks-with-oak-tree-1888.jpg!Large.jpg,Ivory
1354,Rocks with Oak Tree,"('Gray', 'Black Olive', 'Gray', 'Ivory', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/rocks-with-oak-tree-1888.jpg!Large.jpg,Gray
1355,Round Clipped Shrub in the Public Garden,"('Cornsilk', 'Peach Puff', 'Antique White', 'Van Dyke', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/round-clipped-shrub-in-the-public-garden-1888.jpg!Large.jpg,Cornsilk
1355,Round Clipped Shrub in the Public Garden,"('Cornsilk', 'Peach Puff', 'Antique White', 'Van Dyke', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/round-clipped-shrub-in-the-public-garden-1888.jpg!Large.jpg,Peach Puff
1355,Round Clipped Shrub in the Public Garden,"('Cornsilk', 'Peach Puff', 'Antique White', 'Van Dyke', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/round-clipped-shrub-in-the-public-garden-1888.jpg!Large.jpg,Antique White
1355,Round Clipped Shrub in the Public Garden,"('Cornsilk', 'Peach Puff', 'Antique White', 'Van Dyke', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/round-clipped-shrub-in-the-public-garden-1888.jpg!Large.jpg,Van Dyke
1355,Round Clipped Shrub in the Public Garden,"('Cornsilk', 'Peach Puff', 'Antique White', 'Van Dyke', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/round-clipped-shrub-in-the-public-garden-1888.jpg!Large.jpg,Peach Puff
1356,Row of Cottages in Saintes-Maries,"('Ebony', 'Taupe', 'Ivory', 'Sage', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/row-of-cottages-in-saintes-maries-1888.jpg!Large.jpg,Ebony
1356,Row of Cottages in Saintes-Maries,"('Ebony', 'Taupe', 'Ivory', 'Sage', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/row-of-cottages-in-saintes-maries-1888.jpg!Large.jpg,Taupe
1356,Row of Cottages in Saintes-Maries,"('Ebony', 'Taupe', 'Ivory', 'Sage', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/row-of-cottages-in-saintes-maries-1888.jpg!Large.jpg,Ivory
1356,Row of Cottages in Saintes-Maries,"('Ebony', 'Taupe', 'Ivory', 'Sage', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/row-of-cottages-in-saintes-maries-1888.jpg!Large.jpg,Sage
1356,Row of Cottages in Saintes-Maries,"('Ebony', 'Taupe', 'Ivory', 'Sage', 'Cornsilk')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/row-of-cottages-in-saintes-maries-1888.jpg!Large.jpg,Cornsilk
1357,Ruins of Montmajour,"('Gray', 'Van Dyke', 'Cornsilk', 'Antique White', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/ruins-of-montmajour-1888.jpg!Large.jpg,Gray
1357,Ruins of Montmajour,"('Gray', 'Van Dyke', 'Cornsilk', 'Antique White', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/ruins-of-montmajour-1888.jpg!Large.jpg,Van Dyke
1357,Ruins of Montmajour,"('Gray', 'Van Dyke', 'Cornsilk', 'Antique White', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/ruins-of-montmajour-1888.jpg!Large.jpg,Cornsilk
1357,Ruins of Montmajour,"('Gray', 'Van Dyke', 'Cornsilk', 'Antique White', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/ruins-of-montmajour-1888.jpg!Large.jpg,Antique White
1357,Ruins of Montmajour,"('Gray', 'Van Dyke', 'Cornsilk', 'Antique White', 'Peach Puff')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/ruins-of-montmajour-1888.jpg!Large.jpg,Peach Puff
1358,Ruins of Montmajour,"('Ivory', 'Black Shadows', 'Gray', 'Gray', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/ruins-of-montmajour-1888-1.jpg!Large.jpg,Ivory
1358,Ruins of Montmajour,"('Ivory', 'Black Shadows', 'Gray', 'Gray', 'Gray')",1888,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/ruins-of-montmajour-1888-1.jpg!Large.jpg,Black Shadows
